,Usia,Gender,Gaji,Jumlah Anak
996,51,L,3-5jt,5
997,27,L,3-5jt,3
998,23,L,3-5jt,3
999,19,P,3-5jt,5
1000,22,P,3-5jt,2
1001,46,P,1-3jt,1
1002,44,P,5-10jt,5
1003,57,L,5-10jt,0
1004,22,P,3-5jt,6
1005,19,P,5-10jt,2
1006,58,L,1-3jt,1
1007,38,L,5-10jt,6
1008,30,L,5-10jt,3
1009,53,L,5-10jt,4
1010,51,L,3-5jt,6
1011,17,P,1-3jt,1
1012,29,P,3-5jt,3
1013,39,L,5-10jt,1
1014,36,P,5-10jt,4
1015,46,L,1-3jt,1
1016,17,L,1-3jt,3
1017,33,P,3-5jt,0
1018,31,P,5-10jt,5
1019,38,P,3-5jt,5
1020,24,L,5-10jt,1
1021,35,L,5-10jt,3
1022,51,L,5-10jt,2
1023,17,L,3-5jt,1
1024,24,P,3-5jt,2
1025,47,L,5-10jt,2
1026,18,L,1-3jt,1
1027,42,L,1-3jt,0
1028,32,L,3-5jt,2
1029,18,L,5-10jt,2
1030,53,L,1-3jt,1
1031,56,L,5-10jt,1
1032,41,P,3-5jt,0
1033,56,L,5-10jt,2
1034,49,P,5-10jt,2
1035,51,L,3-5jt,4
1036,23,L,1-3jt,3
1037,26,P,3-5jt,5
1038,27,L,5-10jt,4
1039,55,L,3-5jt,4
1040,35,L,5-10jt,3
1041,30,L,5-10jt,3
1042,36,P,1-3jt,1
1043,20,P,5-10jt,4
1044,43,P,1-3jt,6
1045,25,L,3-5jt,1
1046,30,L,5-10jt,5
1047,20,P,3-5jt,5
1048,31,L,1-3jt,5
1049,44,P,1-3jt,5
1050,34,P,1-3jt,2
1051,29,P,5-10jt,5
1052,25,P,3-5jt,3
1053,37,P,1-3jt,0
1054,18,L,5-10jt,1
1055,50,L,1-3jt,5
1056,59,P,3-5jt,3
1057,19,P,3-5jt,2
1058,43,P,1-3jt,6
1059,31,L,5-10jt,4
1060,28,P,1-3jt,5
1061,43,P,5-10jt,4
1062,48,L,5-10jt,5
1063,29,L,5-10jt,6
1064,32,L,3-5jt,0
1065,23,L,5-10jt,2
1066,44,P,5-10jt,5
1067,33,P,3-5jt,2
1068,44,P,5-10jt,0
1069,31,L,1-3jt,4
1070,28,P,3-5jt,2
1071,55,P,3-5jt,6
1072,27,P,5-10jt,3
1073,29,L,5-10jt,5
1074,35,P,3-5jt,6
1075,29,L,3-5jt,1
1076,60,L,3-5jt,6
1077,43,P,1-3jt,2
1078,38,L,5-10jt,5
1079,34,L,5-10jt,5
1080,46,L,1-3jt,5
1081,35,P,5-10jt,0
1082,36,L,3-5jt,3
1083,18,L,1-3jt,4
1084,53,P,3-5jt,1
1085,37,P,3-5jt,4
1086,56,P,5-10jt,6
1087,20,L,3-5jt,4
1088,36,L,1-3jt,6
1089,23,L,5-10jt,3
1090,47,P,1-3jt,5
1091,35,L,5-10jt,4
1092,26,P,5-10jt,3
1093,55,L,5-10jt,2
1094,27,L,3-5jt,6
1095,23,L,3-5jt,4
1096,49,P,5-10jt,1
1097,39,P,1-3jt,5
1098,49,L,5-10jt,6
1099,28,L,3-5jt,1
1100,34,P,1-3jt,3
1101,49,L,3-5jt,4
1102,34,P,3-5jt,3
1103,19,L,1-3jt,5
1104,44,L,5-10jt,2
1105,29,L,1-3jt,2
1106,47,P,1-3jt,3
1107,41,L,3-5jt,1
1108,60,P,5-10jt,6
1109,20,L,5-10jt,5
1110,51,L,1-3jt,2
1111,33,L,3-5jt,4
1112,56,L,1-3jt,1
1113,23,L,1-3jt,4
1114,53,L,1-3jt,5
1115,26,P,3-5jt,3
1116,49,L,5-10jt,1
1117,38,L,3-5jt,0
1118,56,L,1-3jt,4
1119,23,P,5-10jt,4
1120,32,P,1-3jt,4
1121,53,L,1-3jt,2
1122,22,P,5-10jt,5
1123,31,P,1-3jt,0
1124,55,L,1-3jt,4
1125,57,P,3-5jt,0
1126,38,L,1-3jt,5
1127,29,L,3-5jt,6
1128,57,L,3-5jt,5
1129,20,L,1-3jt,6
1130,48,L,5-10jt,1
1131,17,L,5-10jt,4
1132,25,L,1-3jt,6
1133,27,L,3-5jt,1
1134,25,P,5-10jt,4
1135,53,P,3-5jt,6
1136,21,L,5-10jt,5
1137,20,L,3-5jt,5
1138,59,P,5-10jt,2
1139,48,P,5-10jt,0
1140,54,L,3-5jt,0
1141,45,P,5-10jt,1
1142,32,P,1-3jt,1
1143,49,L,5-10jt,3
1144,54,P,5-10jt,3
1145,21,L,1-3jt,2
1146,51,L,3-5jt,4
1147,30,L,3-5jt,0
1148,22,L,1-3jt,5
1149,52,P,5-10jt,4
1150,38,P,1-3jt,6
1151,33,L,5-10jt,6
1152,35,L,5-10jt,5
1153,60,L,3-5jt,1
1154,49,L,3-5jt,2
1155,60,P,1-3jt,0
1156,47,P,1-3jt,2
1157,26,L,5-10jt,3
1158,24,L,3-5jt,4
1159,37,L,3-5jt,2
1160,60,P,1-3jt,5
1161,48,L,5-10jt,0
1162,45,L,5-10jt,3
1163,37,P,3-5jt,3
1164,44,L,5-10jt,3
1165,33,P,1-3jt,3
1166,46,L,3-5jt,2
1167,53,L,5-10jt,5
1168,31,L,1-3jt,3
1169,17,P,5-10jt,2
1170,31,P,5-10jt,4
1171,50,L,1-3jt,1
1172,45,P,5-10jt,4
1173,34,L,3-5jt,3
1174,57,L,3-5jt,4
1175,43,P,1-3jt,3
1176,55,P,5-10jt,6
1177,21,P,1-3jt,5
1178,50,P,1-3jt,3
1179,43,P,1-3jt,1
1180,29,L,5-10jt,5
1181,58,L,1-3jt,1
1182,49,P,1-3jt,6
1183,37,L,5-10jt,5
1184,28,L,1-3jt,0
1185,33,L,3-5jt,6
1186,59,L,3-5jt,2
1187,25,L,3-5jt,6
1188,19,P,1-3jt,3
1189,21,L,3-5jt,1
1190,52,P,3-5jt,6
1191,31,P,5-10jt,2
1192,37,L,3-5jt,4
1193,25,P,3-5jt,2
1194,37,P,5-10jt,5
1195,46,L,5-10jt,5
1196,22,P,3-5jt,2
1197,46,L,5-10jt,1
1198,55,P,3-5jt,2
1199,41,P,1-3jt,6
1200,49,P,1-3jt,2
1201,46,P,5-10jt,0
1202,37,P,5-10jt,4
1203,24,L,5-10jt,0
1204,53,P,5-10jt,5
1205,38,P,5-10jt,1
1206,50,L,5-10jt,2
1207,34,L,1-3jt,3
1208,53,L,5-10jt,6
1209,31,L,5-10jt,5
1210,38,P,3-5jt,0
1211,24,P,3-5jt,1
1212,53,L,3-5jt,2
1213,42,L,3-5jt,2
1214,37,P,5-10jt,5
1215,38,L,5-10jt,3
1216,34,L,1-3jt,5
1217,48,P,1-3jt,2
1218,23,P,3-5jt,6
1219,49,P,1-3jt,6
1220,47,L,1-3jt,3
1221,56,P,5-10jt,4
1222,53,P,3-5jt,4
1223,47,L,3-5jt,4
1224,52,L,3-5jt,4
1225,38,L,3-5jt,1
1226,43,P,1-3jt,3
1227,30,L,3-5jt,3
1228,42,L,3-5jt,2
1229,34,P,5-10jt,3
1230,43,L,5-10jt,5
1231,49,P,3-5jt,5
1232,17,L,1-3jt,3
1233,33,L,3-5jt,6
1234,19,L,3-5jt,2
1235,42,L,3-5jt,6
1236,28,P,3-5jt,6
1237,53,L,1-3jt,2
1238,39,P,1-3jt,3
1239,53,L,1-3jt,0
1240,52,P,5-10jt,6
1241,40,L,5-10jt,4
1242,51,P,3-5jt,5
1243,55,P,1-3jt,0
1244,34,L,5-10jt,1
1245,42,P,1-3jt,1
1246,36,L,3-5jt,2
1247,56,L,1-3jt,3
1248,33,P,1-3jt,3
1249,18,P,3-5jt,4
1250,48,P,3-5jt,0
1251,32,P,5-10jt,2
1252,37,L,1-3jt,5
1253,43,L,5-10jt,5
1254,48,P,3-5jt,2
1255,37,P,3-5jt,6
1256,33,P,3-5jt,0
1257,44,L,1-3jt,2
1258,40,L,1-3jt,0
1259,22,P,1-3jt,0
1260,23,L,5-10jt,3
1261,31,P,5-10jt,4
1262,42,L,3-5jt,4
1263,26,L,5-10jt,5
1264,36,L,5-10jt,0
1265,44,P,5-10jt,3
1266,21,P,1-3jt,0
1267,56,P,3-5jt,4
1268,50,P,3-5jt,1
1269,35,L,1-3jt,3
1270,39,P,5-10jt,4
1271,50,L,5-10jt,4
1272,37,L,5-10jt,2
1273,52,P,1-3jt,1
1274,26,L,3-5jt,6
1275,50,L,1-3jt,0
1276,43,L,3-5jt,4
1277,33,P,5-10jt,2
1278,21,L,5-10jt,1
1279,39,L,5-10jt,2
1280,41,L,3-5jt,6
1281,59,L,5-10jt,3
1282,36,L,5-10jt,4
1283,26,L,5-10jt,6
1284,48,P,5-10jt,3
1285,21,P,1-3jt,2
1286,28,L,5-10jt,3
1287,24,P,5-10jt,2
1288,41,L,3-5jt,1
1289,51,L,5-10jt,3
1290,18,L,5-10jt,6
1291,51,P,1-3jt,3
1292,54,P,1-3jt,5
1293,17,L,1-3jt,5
1294,32,L,3-5jt,2
1295,21,L,1-3jt,4
1296,36,P,3-5jt,4
1297,55,P,1-3jt,2
1298,44,P,1-3jt,2
1299,47,P,3-5jt,1
1300,20,L,3-5jt,3
1301,54,L,1-3jt,5
1302,38,L,3-5jt,5
1303,36,L,1-3jt,0
1304,60,P,1-3jt,2
1305,33,L,1-3jt,6
1306,18,L,1-3jt,2
1307,46,P,5-10jt,6
1308,60,P,5-10jt,6
1309,53,L,1-3jt,0
1310,19,P,5-10jt,6
1311,47,P,1-3jt,1
1312,29,L,1-3jt,3
1313,26,P,3-5jt,1
1314,21,P,3-5jt,5
1315,25,L,1-3jt,3
1316,49,P,3-5jt,3
1317,30,P,1-3jt,4
1318,51,L,5-10jt,2
1319,45,L,5-10jt,2
1320,31,L,3-5jt,6
1321,18,P,1-3jt,2
1322,45,P,3-5jt,0
1323,40,P,3-5jt,3
1324,35,P,5-10jt,6
1325,48,L,3-5jt,5
1326,40,P,5-10jt,0
1327,53,L,1-3jt,1
1328,26,L,5-10jt,5
1329,40,P,1-3jt,3
1330,21,L,3-5jt,3
1331,40,L,5-10jt,5
1332,41,L,3-5jt,0
1333,53,P,3-5jt,3
1334,43,L,1-3jt,5
1335,53,L,3-5jt,5
1336,24,P,1-3jt,0
1337,32,P,5-10jt,4
1338,24,P,5-10jt,3
1339,37,L,3-5jt,4
1340,28,L,3-5jt,0
1341,47,P,5-10jt,2
1342,36,P,5-10jt,3
1343,39,P,5-10jt,6
1344,21,P,3-5jt,2
1345,60,P,3-5jt,3
1346,44,L,3-5jt,2
1347,32,P,1-3jt,2
1348,43,L,3-5jt,4
1349,35,L,3-5jt,1
1350,18,P,1-3jt,2
1351,25,P,5-10jt,4
1352,46,L,1-3jt,5
1353,34,P,5-10jt,1
1354,41,P,1-3jt,2
1355,22,P,5-10jt,5
1356,25,P,3-5jt,2
1357,17,P,5-10jt,1
1358,48,L,5-10jt,6
1359,17,L,3-5jt,4
1360,24,P,1-3jt,4
1361,50,P,1-3jt,0
1362,20,P,3-5jt,3
1363,34,L,1-3jt,2
1364,49,P,3-5jt,4
1365,51,L,3-5jt,1
1366,22,P,1-3jt,6
1367,25,P,3-5jt,5
1368,52,L,5-10jt,5
1369,33,P,5-10jt,0
1370,52,P,1-3jt,3
1371,22,L,3-5jt,0
1372,40,P,5-10jt,2
1373,29,P,5-10jt,2
1374,43,P,3-5jt,1
1375,39,L,5-10jt,5
1376,50,L,1-3jt,2
1377,41,P,5-10jt,1
1378,38,L,1-3jt,3
1379,51,L,5-10jt,6
1380,49,P,1-3jt,5
1381,39,P,5-10jt,3
1382,29,L,3-5jt,2
1383,55,P,5-10jt,3
1384,43,L,3-5jt,1
1385,53,L,3-5jt,3
1386,32,P,3-5jt,0
1387,32,P,1-3jt,1
1388,18,P,1-3jt,4
1389,60,L,1-3jt,3
1390,24,L,5-10jt,2
1391,27,L,5-10jt,2
1392,46,L,5-10jt,3
1393,19,L,5-10jt,3
1394,28,P,5-10jt,5
1395,46,P,3-5jt,1
1396,18,L,5-10jt,3
1397,45,P,1-3jt,5
1398,56,L,3-5jt,1
1399,37,L,5-10jt,4
1400,18,L,1-3jt,3
1401,57,P,3-5jt,4
1402,33,L,5-10jt,1
1403,49,P,3-5jt,1
1404,34,L,1-3jt,6
1405,31,L,3-5jt,0
1406,22,P,5-10jt,3
1407,36,P,3-5jt,1
1408,19,L,3-5jt,6
1409,22,P,3-5jt,1
1410,47,L,3-5jt,1
1411,31,L,1-3jt,0
1412,41,L,1-3jt,2
1413,42,P,3-5jt,2
1414,33,P,3-5jt,1
1415,38,L,5-10jt,5
1416,40,P,5-10jt,2
1417,29,L,5-10jt,4
1418,18,L,1-3jt,0
1419,56,L,3-5jt,6
1420,18,P,3-5jt,5
1421,55,P,5-10jt,0
1422,19,L,3-5jt,0
1423,42,P,5-10jt,3
1424,49,P,5-10jt,5
1425,27,L,5-10jt,2
1426,18,L,3-5jt,1
1427,30,P,3-5jt,0
1428,18,P,1-3jt,6
1429,60,P,3-5jt,5
1430,21,P,1-3jt,6
1431,43,L,1-3jt,3
1432,47,L,5-10jt,0
1433,41,P,1-3jt,0
1434,49,P,3-5jt,3
1435,41,L,1-3jt,2
1436,53,P,1-3jt,2
1437,48,P,5-10jt,5
1438,38,L,5-10jt,5
1439,49,P,5-10jt,1
1440,35,L,5-10jt,3
1441,43,P,5-10jt,6
1442,49,P,1-3jt,3
1443,23,P,1-3jt,2
1444,35,L,3-5jt,1
1445,40,L,3-5jt,4
1446,28,P,3-5jt,2
1447,38,L,1-3jt,1
1448,32,P,5-10jt,6
1449,53,P,5-10jt,3
1450,20,L,5-10jt,3
1451,52,L,5-10jt,1
1452,51,P,3-5jt,2
1453,32,P,5-10jt,3
1454,47,P,1-3jt,2
1455,59,L,1-3jt,0
1456,53,L,5-10jt,6
1457,53,P,3-5jt,4
1458,34,L,5-10jt,2
1459,31,P,3-5jt,0
1460,49,P,1-3jt,4
1461,28,P,1-3jt,4
1462,46,P,1-3jt,3
1463,50,P,3-5jt,4
1464,27,P,1-3jt,2
1465,34,L,5-10jt,2
1466,53,P,1-3jt,5
1467,51,P,1-3jt,5
1468,60,L,5-10jt,1
1469,57,L,3-5jt,1
1470,28,L,5-10jt,4
1471,45,P,5-10jt,6
1472,34,P,5-10jt,3
1473,41,L,3-5jt,6
1474,52,P,3-5jt,6
1475,38,L,3-5jt,6
1476,58,L,5-10jt,6
1477,32,L,1-3jt,5
1478,55,P,1-3jt,0
1479,38,L,5-10jt,2
1480,38,L,5-10jt,2
1481,38,P,1-3jt,0
1482,40,P,5-10jt,0
1483,51,P,3-5jt,6
1484,26,P,1-3jt,0
1485,43,P,3-5jt,3
1486,51,L,5-10jt,1
1487,59,L,5-10jt,0
1488,29,L,3-5jt,4
1489,38,P,1-3jt,4
1490,22,L,1-3jt,3
1491,20,P,3-5jt,5
1492,43,L,1-3jt,1
1493,34,L,1-3jt,5
1494,41,P,1-3jt,5
1495,48,L,5-10jt,4
1496,21,L,1-3jt,6
1497,26,P,3-5jt,0
1498,59,L,3-5jt,6
1499,23,L,1-3jt,1
1500,37,P,1-3jt,2
1501,20,P,3-5jt,3
1502,22,L,3-5jt,6
1503,36,P,1-3jt,2
1504,53,L,5-10jt,5
1505,52,L,5-10jt,3
1506,55,L,3-5jt,6
1507,48,P,3-5jt,2
1508,38,L,5-10jt,5
1509,20,P,3-5jt,4
1510,45,L,5-10jt,6
1511,59,P,3-5jt,3
1512,19,P,1-3jt,2
1513,35,L,5-10jt,2
1514,55,L,3-5jt,1
1515,50,P,3-5jt,3
1516,42,L,1-3jt,2
1517,60,P,1-3jt,2
1518,56,P,1-3jt,2
1519,33,L,5-10jt,1
1520,29,P,3-5jt,5
1521,55,L,5-10jt,5
1522,26,L,1-3jt,4
1523,17,L,1-3jt,1
1524,24,L,5-10jt,0
1525,58,L,5-10jt,5
1526,42,P,5-10jt,1
1527,31,L,3-5jt,5
1528,18,P,3-5jt,6
1529,33,L,5-10jt,2
1530,27,L,5-10jt,0
1531,23,L,5-10jt,5
1532,19,P,5-10jt,1
1533,59,L,1-3jt,0
1534,17,L,1-3jt,3
1535,19,L,3-5jt,1
1536,54,P,3-5jt,1
1537,46,L,3-5jt,4
1538,53,L,5-10jt,5
1539,49,L,3-5jt,4
1540,49,L,1-3jt,2
1541,53,P,1-3jt,1
1542,26,P,5-10jt,2
1543,25,P,1-3jt,0
1544,39,L,3-5jt,5
1545,28,P,1-3jt,2
1546,34,P,1-3jt,6
1547,27,L,5-10jt,2
1548,26,P,3-5jt,2
1549,40,P,5-10jt,6
1550,42,P,3-5jt,6
1551,51,L,3-5jt,6
1552,49,P,3-5jt,0
1553,29,L,5-10jt,1
1554,21,L,3-5jt,5
1555,53,L,5-10jt,1
1556,32,P,1-3jt,1
1557,55,P,3-5jt,3
1558,53,P,1-3jt,5
1559,51,L,1-3jt,2
1560,60,L,5-10jt,0
1561,41,P,1-3jt,3
1562,23,P,1-3jt,4
1563,42,L,3-5jt,5
1564,28,L,3-5jt,1
1565,23,L,1-3jt,3
1566,39,P,3-5jt,3
1567,18,L,5-10jt,2
1568,35,L,5-10jt,6
1569,45,P,1-3jt,6
1570,55,L,5-10jt,1
1571,26,P,5-10jt,2
1572,23,P,1-3jt,4
1573,41,P,1-3jt,6
1574,22,L,5-10jt,2
1575,55,L,1-3jt,0
1576,52,L,1-3jt,5
1577,46,P,3-5jt,5
1578,27,L,5-10jt,5
1579,58,P,1-3jt,3
1580,28,P,1-3jt,4
1581,41,L,5-10jt,0
1582,17,L,1-3jt,3
1583,56,P,3-5jt,5
1584,47,P,5-10jt,1
1585,28,P,3-5jt,4
1586,19,L,3-5jt,6
1587,50,P,1-3jt,3
1588,29,P,3-5jt,0
1589,50,P,1-3jt,6
1590,34,L,3-5jt,5
1591,33,P,1-3jt,2
1592,32,L,5-10jt,5
1593,60,L,1-3jt,0
1594,55,P,3-5jt,4
1595,22,P,5-10jt,0
1596,39,L,5-10jt,1
1597,31,L,5-10jt,1
1598,52,P,1-3jt,4
1599,42,L,5-10jt,0
1600,22,L,3-5jt,0
1601,60,P,3-5jt,3
1602,52,P,5-10jt,5
1603,51,L,1-3jt,3
1604,52,P,3-5jt,4
1605,58,P,1-3jt,0
1606,18,P,3-5jt,5
1607,40,P,3-5jt,5
1608,35,L,3-5jt,4
1609,23,L,1-3jt,6
1610,55,P,1-3jt,3
1611,22,P,3-5jt,6
1612,43,L,1-3jt,0
1613,59,L,3-5jt,6
1614,52,P,5-10jt,2
1615,49,P,5-10jt,6
1616,56,L,1-3jt,6
1617,42,P,1-3jt,4
1618,35,P,1-3jt,5
1619,46,L,1-3jt,0
1620,57,L,1-3jt,2
1621,31,P,3-5jt,2
1622,31,L,1-3jt,1
1623,39,P,1-3jt,0
1624,36,L,5-10jt,3
1625,27,L,3-5jt,5
1626,17,P,3-5jt,2
1627,24,L,5-10jt,0
1628,20,P,1-3jt,0
1629,20,P,5-10jt,1
1630,27,L,1-3jt,3
1631,58,L,3-5jt,5
1632,46,P,1-3jt,0
1633,42,L,5-10jt,1
1634,37,P,1-3jt,0
1635,40,P,5-10jt,3
1636,37,L,1-3jt,0
1637,55,P,1-3jt,5
1638,21,P,5-10jt,4
1639,33,L,5-10jt,0
1640,41,L,1-3jt,1
1641,49,L,1-3jt,2
1642,56,L,5-10jt,5
1643,19,P,1-3jt,5
1644,46,P,5-10jt,1
1645,50,P,1-3jt,0
1646,25,L,1-3jt,3
1647,27,P,3-5jt,2
1648,52,P,3-5jt,2
1649,45,L,3-5jt,5
1650,34,P,3-5jt,3
1651,29,P,1-3jt,3
1652,30,P,3-5jt,0
1653,54,L,1-3jt,0
1654,47,L,3-5jt,5
1655,55,P,1-3jt,0
1656,32,L,3-5jt,3
1657,44,L,1-3jt,4
1658,56,L,5-10jt,1
1659,27,L,3-5jt,2
1660,55,L,1-3jt,1
1661,33,L,3-5jt,2
1662,27,L,5-10jt,1
1663,35,L,3-5jt,4
1664,40,P,1-3jt,5
1665,53,P,5-10jt,2
1666,44,L,5-10jt,1
1667,51,L,1-3jt,4
1668,40,P,3-5jt,0
1669,37,L,3-5jt,2
1670,36,L,5-10jt,6
1671,58,P,3-5jt,6
1672,31,L,3-5jt,2
1673,20,L,3-5jt,4
1674,42,L,3-5jt,4
1675,36,P,1-3jt,1
1676,44,L,5-10jt,4
1677,32,L,3-5jt,2
1678,59,L,3-5jt,3
1679,59,P,5-10jt,5
1680,19,L,3-5jt,3
1681,24,L,5-10jt,3
1682,39,L,5-10jt,5
1683,22,P,3-5jt,3
1684,49,L,1-3jt,1
1685,35,L,3-5jt,2
1686,44,P,3-5jt,0
1687,30,L,5-10jt,1
1688,28,P,3-5jt,3
1689,59,L,5-10jt,5
1690,46,P,3-5jt,4
1691,40,L,5-10jt,3
1692,55,L,5-10jt,2
1693,59,P,5-10jt,0
1694,50,P,1-3jt,3
1695,17,L,1-3jt,5
1696,30,P,5-10jt,3
1697,21,P,3-5jt,2
1698,57,L,5-10jt,5
1699,35,L,3-5jt,5
1700,45,P,1-3jt,2
1701,30,L,3-5jt,1
1702,40,P,1-3jt,5
1703,24,P,5-10jt,1
1704,53,L,1-3jt,5
1705,38,P,5-10jt,1
1706,44,L,1-3jt,1
1707,60,P,3-5jt,3
1708,35,P,5-10jt,6
1709,19,P,1-3jt,6
1710,37,P,5-10jt,1
1711,38,P,5-10jt,2
1712,55,L,1-3jt,6
1713,45,P,3-5jt,0
1714,20,P,5-10jt,3
1715,39,P,5-10jt,2
1716,41,P,1-3jt,1
1717,20,P,1-3jt,6
1718,32,L,3-5jt,0
1719,40,L,3-5jt,0
1720,25,P,1-3jt,2
1721,38,L,1-3jt,3
1722,20,P,1-3jt,6
1723,45,L,1-3jt,1
1724,36,P,3-5jt,5
1725,23,P,1-3jt,5
1726,21,P,3-5jt,6
1727,49,L,5-10jt,1
1728,25,L,5-10jt,6
1729,60,P,5-10jt,1
1730,25,P,3-5jt,2
1731,17,L,5-10jt,4
1732,25,L,1-3jt,6
1733,48,L,3-5jt,5
1734,58,L,3-5jt,3
1735,47,P,3-5jt,5
1736,47,P,5-10jt,3
1737,18,P,3-5jt,2
1738,56,L,5-10jt,4
1739,45,L,3-5jt,3
1740,38,L,3-5jt,3
1741,55,P,5-10jt,4
1742,26,L,5-10jt,0
1743,58,L,3-5jt,5
1744,19,P,1-3jt,3
1745,37,P,5-10jt,1
1746,31,P,1-3jt,1
1747,40,L,3-5jt,0
1748,50,L,3-5jt,1
1749,40,P,1-3jt,5
1750,58,L,3-5jt,5
1751,54,L,1-3jt,3
1752,41,L,1-3jt,3
1753,32,L,3-5jt,6
1754,32,P,5-10jt,1
1755,32,P,3-5jt,4
1756,50,P,3-5jt,1
1757,41,P,3-5jt,2
1758,26,P,3-5jt,2
1759,49,L,3-5jt,2
1760,38,L,3-5jt,4
1761,18,L,1-3jt,6
1762,31,P,3-5jt,2
1763,51,L,3-5jt,3
1764,43,P,5-10jt,4
1765,49,P,3-5jt,0
1766,27,L,1-3jt,1
1767,35,P,5-10jt,3
1768,23,P,1-3jt,2
1769,53,L,3-5jt,6
1770,21,P,1-3jt,4
1771,25,P,5-10jt,3
1772,33,P,1-3jt,0
1773,28,P,5-10jt,6
1774,24,L,5-10jt,2
1775,48,L,5-10jt,5
1776,57,P,5-10jt,4
1777,37,L,3-5jt,0
1778,36,P,5-10jt,6
1779,42,L,1-3jt,0
1780,31,L,3-5jt,3
1781,23,P,5-10jt,2
1782,36,P,5-10jt,5
1783,43,P,5-10jt,0
1784,35,L,1-3jt,4
1785,48,P,3-5jt,3
1786,18,P,5-10jt,1
1787,23,L,1-3jt,4
1788,54,L,1-3jt,1
1789,39,P,1-3jt,2
1790,57,P,5-10jt,5
1791,28,L,1-3jt,6
1792,20,L,5-10jt,1
1793,35,L,5-10jt,4
1794,19,P,3-5jt,2
1795,42,L,3-5jt,4
1796,34,P,1-3jt,6
1797,36,P,5-10jt,3
1798,54,L,5-10jt,5
1799,18,P,3-5jt,5
1800,45,P,3-5jt,4
1801,32,P,3-5jt,0
1802,32,P,1-3jt,0
1803,36,L,1-3jt,3
1804,27,L,5-10jt,2
1805,30,L,1-3jt,6
1806,46,L,3-5jt,1
1807,56,L,1-3jt,2
1808,44,L,3-5jt,1
1809,26,L,5-10jt,6
1810,34,L,1-3jt,3
1811,29,L,5-10jt,4
1812,25,L,3-5jt,0
1813,26,P,1-3jt,2
1814,28,P,1-3jt,6
1815,29,P,5-10jt,3
1816,26,L,1-3jt,5
1817,58,P,3-5jt,0
1818,35,L,3-5jt,3
1819,24,L,5-10jt,1
1820,48,P,5-10jt,0
1821,57,L,1-3jt,5
1822,42,L,1-3jt,2
1823,58,L,5-10jt,3
1824,48,L,3-5jt,0
1825,59,P,3-5jt,2
1826,49,L,1-3jt,0
1827,22,L,5-10jt,4
1828,56,L,3-5jt,3
1829,33,L,3-5jt,4
1830,32,L,5-10jt,3
1831,21,P,5-10jt,3
1832,27,P,3-5jt,5
1833,41,L,1-3jt,3
1834,42,P,1-3jt,6
1835,17,L,3-5jt,3
1836,55,L,1-3jt,3
1837,50,P,5-10jt,1
1838,19,L,5-10jt,5
1839,55,L,1-3jt,4
1840,43,L,1-3jt,1
1841,28,L,1-3jt,6
1842,29,L,1-3jt,1
1843,53,L,3-5jt,3
1844,53,L,1-3jt,3
1845,49,P,3-5jt,5
1846,59,P,3-5jt,0
1847,43,L,3-5jt,0
1848,26,L,3-5jt,3
1849,58,P,5-10jt,1
1850,44,L,1-3jt,2
1851,31,P,5-10jt,6
1852,56,L,3-5jt,0
1853,28,P,3-5jt,6
1854,24,L,3-5jt,2
1855,41,L,3-5jt,4
1856,60,P,5-10jt,3
1857,17,P,1-3jt,3
1858,50,P,1-3jt,5
1859,24,P,3-5jt,5
1860,54,L,3-5jt,6
1861,38,L,5-10jt,2
1862,20,L,1-3jt,6
1863,39,L,3-5jt,0
1864,46,L,5-10jt,3
1865,34,L,5-10jt,6
1866,39,P,3-5jt,4
1867,60,P,1-3jt,2
1868,31,P,3-5jt,2
1869,44,P,3-5jt,2
1870,42,L,5-10jt,5
1871,44,L,1-3jt,3
1872,53,L,1-3jt,0
1873,54,L,5-10jt,6
1874,40,P,3-5jt,0
1875,29,L,5-10jt,1
1876,20,P,1-3jt,3
1877,20,P,1-3jt,6
1878,54,L,5-10jt,2
1879,34,P,3-5jt,4
1880,41,P,3-5jt,6
1881,55,L,5-10jt,4
1882,39,L,3-5jt,1
1883,29,P,1-3jt,2
1884,27,L,5-10jt,2
1885,44,L,3-5jt,1
1886,18,P,5-10jt,2
1887,40,L,1-3jt,0
1888,27,L,1-3jt,2
1889,23,P,5-10jt,5
1890,46,L,3-5jt,4
1891,48,L,3-5jt,0
1892,51,L,3-5jt,3
1893,28,L,1-3jt,4
1894,58,P,1-3jt,5
1895,50,P,3-5jt,0
1896,22,L,3-5jt,1
1897,37,P,3-5jt,1
1898,21,P,1-3jt,0
1899,40,L,3-5jt,0
1900,54,L,1-3jt,6
1901,30,L,1-3jt,6
1902,44,P,5-10jt,6
1903,52,P,5-10jt,5
1904,51,P,5-10jt,4
1905,41,P,5-10jt,5
1906,17,L,5-10jt,1
1907,49,L,1-3jt,0
1908,29,L,1-3jt,0
1909,32,P,5-10jt,5
1910,47,P,5-10jt,6
1911,32,L,5-10jt,4
1912,56,L,5-10jt,2
1913,34,L,5-10jt,0
1914,24,P,1-3jt,2
1915,29,P,1-3jt,4
1916,21,P,5-10jt,4
1917,53,P,5-10jt,3
1918,29,L,5-10jt,1
1919,58,P,1-3jt,6
1920,25,L,5-10jt,6
1921,52,P,5-10jt,2
1922,56,P,5-10jt,1
1923,57,L,1-3jt,3
1924,43,P,3-5jt,0
1925,42,P,3-5jt,0
1926,17,P,1-3jt,5
1927,32,L,5-10jt,2
